"storyTitle","issueNum","publicationDate","principleCharacters","creators","description","value","publisher","series","volumeNum","grade","slabbed","signatures","authenticated"
"Training","1A","Jan 09, 2019","","Jody Houser | Luke Ross","Regular Paolo Rivera Cover","0.0","Marvel Comics","Star Wars: Age of the Republic - Jango Fett","0","","","",""
"Mission","1A","Jan 02, 2019","","Jody Houser | Cory Smith | Wilton Santos","Regular Paolo Rivera Cover","0.0","Marvel Comics","Star Wars: Age of the Republic - Obi-Wan Kenobi","0","","","",""
"Bounty On Bar-Kooda","1","Dec 1995","","John Wagner | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Boba Fett","0","","","",""
"When The Fat Lady Swings","2","Sep 1996","","John Wagner | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Boba Fett","0","","","",""
"Twin Engines Of Destruction","1","Jan 1997","","Andy Mangels | John Nadeau | Jordi Ensign","","0.0","Dark Horse Comics","Star Wars: Boba Fett - Twin Engines of Destruction","0","","","",""
"Galaxy's Deadliest, Galaxy's Deadliest","1A","Mar 11, 2020","","Ethan Sacks | Paolo Villanelli","Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Galaxy's Deadliest, Sorrow Of The Syndicates","2A","Mar 25, 2020","","Ethan Sacks | Paolo Villanelli","Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Galaxy's Deadliest, Part 3: As The Scorkeeper Wills","3A","Jun 24, 2020","","Ethan Sacks | Paolo Villanelli","Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Galaxy's Deadliest, Hunter's Mutiny","4A","Aug 19, 2020","","Ethan Sacks | Paolo Villanelli","Regular Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Galaxy's Deadliest, The High Cost of Revenge","5A","Sep 23, 2020","","Ethan Sacks | Paolo Villanelli","Regular Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Target Valance, Zuckuss and 4-LOM","6A","Oct 21, 2020","","Ethan Sacks | Paolo Villanelli","Regular Lee Bermejo Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Target Valance, Part 2","7A","Nov 18, 2020","","Ethan Sacks | Paolo Villanelli","","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"The Terminus Gauntlet, Par 2: Squadron Of One","9A","Jan 27, 2021","","Ethan Sacks | Paolo Villanelli","Mattia De Iulis Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"The Terminus Gauntlet, Part 3: A Desperate Gambit","10A","Mar 17, 2021","","Ethan Sacks | Paolo Villanelli","Mattia De Iulis Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"The Great Hunt Of Malastare","11A","Apr 14, 2021","","Ethan Sacks | Paolo Villanelli","Mattia De Iulis Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"War of the Bounty Hunters - War of the Bounty Hunters, Prelude: Target Solo","12A","May 19, 2021","","Ethan Sacks | Paolo Villanelli","Regular Mattia De Iulis Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"War of the Bounty Hunters - War of the Bounty Hunters, Showdown on Smuggler's Moon","13A","Jun 09, 2021","","Ethan Sacks | Paolo Villanelli","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"War of the Bounty Hunters - The Gathering","15A","Aug 04, 2021","","Ethan Sacks | Paolo Villanelli","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"War of the Bounty Hunters - Shadow Soldiers","16A","Sep 22, 2021","","Ethan Sacks | Paolo Villanelli","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Bounty Hunters","0","","","",""
"Mallatobuck; Attichtcuk","1A","Jan 2000","","Darko Macan | Igor Kordey | Brent E. Anderson","","0.0","Dark Horse Comics","Star Wars: Chewbacca","0","","","",""
"Part 1","1","Dec 1997","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire","0","","","",""
"Part 2","2","Jan 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire","0","","","",""
"Part 3","3","Feb 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire","0","","","",""
"Part 4","4","Mar 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire","0","","","",""
"Part 5","5","Apr 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire","0","","","",""
"Part 6","6","May 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire","0","","","",""
"Council of Blood, Part 1","1","Nov 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire II","0","","","",""
"Council of Blood, Part 2","2","Dec 1998","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire II","0","","","",""
"Council of Blood, Part 3","3","Jan 1999","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire II","0","","","",""
"Council of Blood, Part 4","4","Feb 1999","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire II","0","","","",""
"Council of Blood, Part 5","5","Mar 1999","","Randy Stradley | Mike Richardson | Paul Gulacy","","0.0","Dark Horse Comics","Star Wars: Crimson Empire II","0","","","",""
"Book 1: The Destiny Of A Jedi","1A","Dec 1991","","Tom Veitch","","0.0","Dark Horse Comics","Star Wars: Dark Empire","0","","","",""
"Book 2: Devastator Of Worlds","2A","Feb 1992","","Tom Veitch","","0.0","Dark Horse Comics","Star Wars: Dark Empire","0","","","",""
"Book 3: The Battle For Calamari","3A","Apr 1992","","Tom Veitch","","0.0","Dark Horse Comics","Star Wars: Dark Empire","0","","","",""
"Book 4: Confrontation On The Smugglers' Moon","4A","Apr 1992","","Tom Veitch","","0.0","Dark Horse Comics","Star Wars: Dark Empire","0","","","",""
"Book 5: Emperor Reborn","5A","Aug 1992","","Tom Veitch","","0.0","Dark Horse Comics","Star Wars: Dark Empire","0","","","",""
"Book 6: The Fate Of A Galaxy","6A","Oct 1992","","Tom Veitch","","0.0","Dark Horse Comics","Star Wars: Dark Empire","0","","","",""
"Operation Shadow Hand","1A","Dec 1994","","Tom Veitch | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"Operation Shadow Hand","1B","Nov 1994","","Tom Veitch | Cam Kennedy","Hero Giveaway Special","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"Dueal On Nar Shaada","2","Jan 1995","","Tom Veitch | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"World Of The Ancient Sith","3","Feb 1995","","Tom Veitch | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"Battle On Byss","4","Mar 1995","","Tom Veitch | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"The Galaxy Weapon","5","Apr 1995","","Tom Veitch | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"Hand Of Darkness","6","May 1995","","Tom Veitch | Cam Kennedy","","0.0","Dark Horse Comics","Star Wars: Dark Empire II","0","","","",""
"The Shu-Torun War, The Shu-Torun War - Part IV","19","Apr 13, 2016","","Kieron Gillen | Salvador Larroca","Mark Brooks Regular Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 1","0","","","",""
"End of Games, Book III, Part V / The Misadventures Of Triple-Zero And Beetee","20A","May 11, 2016","","Kieron Gillen | Salvador Larroca | Mike Norton","Regular Mark Brooks Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 1","0","","","",""
"End of Games","21A","Jun 08, 2016","","Kieron Gillen | Salvador Larroca","Regular Salvador Larroca Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 1","0","","","",""
"The Chosen One, Part 1","1A","Jun 07, 2017","","Charles Soule | Giuseppe Camuncoli | Cam Smith","Regular Jim Cheung Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Chosen One, Part II","2A","Jun 21, 2017","","Charles Soule | Giuseppe Camuncoli | Cam Smith","Regular Jim Cheung Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Chosen One, Part III","3A","Jul 12, 2017","","Charles Soule | Giuseppe Camuncoli | Cam Smith","Regular Olivier Coipel Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Chosen One, Part IV","4A","Aug 02, 2017","","Charles Soule | Giuseppe Camuncoli | Cam Smith","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Chosen One, Part V","5A","Sep 06, 2017","","Charles Soule | Giuseppe Camuncoli | Cam Smith","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Chosen One, The Chosen One Part VI","6","Oct 04, 2017","","Charles Soule | Giuseppe Camuncoli | Cam Smith","Giuseppe Camuncoli Regular Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Dying Light, The Dying Light","7","Nov 01, 2017","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Giuseppe Camuncoli Regular Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Dying Light, The Dying Light","8","Nov 15, 2017","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Giuseppe Camuncoli Regular Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Dying Light, Part III","9","Dec 06, 2017","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Giuseppe Camuncoli Regular Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Dying Light, Part IV","10A","Jan 10, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Rule Of Five, Part I","11A","Feb 14, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli & Elia Bonetti Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"The Rule Of Five, Part II","12","Feb 28, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Burning Seas, Part I","13A","Mar 14, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Burning Seas","13B","Mar 14, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Variant Rod Reis Galactic Icon Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Burning Seas, Part II","14A","Apr 11, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli & Elia Bonetti Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Burning Seas, Part III","15","Apr 25, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part I","19A","Aug 08, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part 1","19B","Aug 08, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Rod Reis Galactic Icon Cover (23/36) Qui-Gon Jinn - Jedi Master","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part 2","20","Aug 22, 2018","","Charles Soule | Daniele Orlandini","Giuseppe Camuncoli & Elia Bonetti Regular Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part 3","21A","Sep 12, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Fortress Vader Part IV","22A","Oct 17, 2018","","Charles Soule | Giuseppe Camuncoli | Terry Pallot","Regular Giuseppe Camuncoli  Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part 4","22B","Oct 17, 2018","","Charles Soule | Terry Pallot | Daniele Orlandini","Variant Rod Reis Galactic Icon Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part 5","23A","Nov 14, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","Regular Elia Bonetti & Giuseppe Camuncoli Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Fortress Vader, Part VI","24","Nov 28, 2018","","Charles Soule | Giuseppe Camuncoli | Daniele Orlandini","","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 2","0","","","",""
"Dark Heart of the Sith, Dark Heart of the Sith Part I","1A","Feb 05, 2020","","Gregory Pak | Raffaele Ienco","Regular Inhyuk Lee Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Dark Heart of the Sith, Dark Heart Of The Sith","2A","Mar 11, 2020","","Gregory Pak | Raffaele Ienco","Inhyuk Lee Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Dark Heart of the Sith, Dark Heart of the Sith, Part III","3A","Jul 29, 2020","","Gregory Pak | Raffaele Ienco","Regular Inhyuk Lee Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Dark Heart of the Sith, Dark Heart Of The Sith","4A","Aug 12, 2020","","Gregory Pak | Raffaele Ienco","Inhyuk Lee Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Dark Heart of the Sith, Dark Heart of the Sith, Part V","5A","Sep 16, 2020","","Gregory Pak | Raffaele Ienco","Regular Inhyuk Lee Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Into the Fire, Into the Fire Part I","6A","Oct 14, 2020","","Gregory Pak | Raffaele Ienco","Regular Inhyuk Lee Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Into the Fire, Part II: The Assassin","7A","Nov 11, 2020","","Gregory Pak | Raffaele Ienco","Regular Daniel Acuna Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Into the Fire, The Eye","8A","Dec 16, 2020","","Gregory Pak | Raffaele Ienco","","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Into the Fire, The Assassin Returns","9A","Jan 13, 2021","","Gregory Pak | Raffaele Ienco","Regular Aaron Kuder Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Into the Fire, Into The Fire","10A","Feb 10, 2021","","Gregory Pak | Raffaele Ienco","Aaron Kuder & Richard Isanove Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Into the Fire, Part 6: Exegol","11A","Apr 28, 2021","","Gregory Pak | Raffaele Ienco","Regular Aaron Kuder Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"War of the Bounty Hunters - War of the Bounty Hunters, Prelude: Into The Trap","12A","May 26, 2021","","Gregory Pak | Guiu Vilanova","Regular Aaron Kuder Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"War of the Bounty Hunters, Sound of Metal","13A","Jun 23, 2021","","Gregory Pak | Raffaele Ienco","Regular Aaron Kuder Cover (War Of The Bounty Hunters Tie-In)","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"War of the Bounty Hunters - The Assassin's Choice","15A","Aug 25, 2021","","Greg Pak | Raffaele Ienco","Regular Aaron Kuder Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"War of the Bounty Hunters - Just Rewards","17A","Oct 27, 2021","","Greg Pak | Raffaele Ienco","Regular Aaron Kuder Cover","0.0","Marvel Comics","Star Wars: Darth Vader, Vol. 3","0","","","",""
"Doctor Aphra, Aphra","1A","Dec 07, 2016","","Kieron Gillen | Salvador Larroca | Kevin 'Kev' Walker","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Doctor Aphra, Book I, Part II: Aphra","2A","Dec 21, 2016","","Kieron Gillen | Kevin 'Kev' Walker","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Doctor Aphra, Book I, Part Three","3A","Jan 18, 2017","","Kieron Gillen | Kevin 'Kev' Walker","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Doctor Aphra, Book I, Part Four","4A","Feb 08, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Doctor Aphra, Book I, Part V","5A","Mar 08, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Doctor Aphra, Book I, Part VI","6A","Apr 12, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Doctor Aphra","6B","Apr 12, 2017","","Kieron Gillen | Kev Walker | Marc Deering","Rod Reis Star Wars 40th Anniversary Retailer Incentive Cover (13/48)","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Screaming Citadel - Book I, The Screaming Citadel","7A","May 31, 2017","","Kieron Gillen | Andrea Broccardo","Regular Marco Checchetto Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Screaming Citadel - Book I","8A","Jun 28, 2017","","Kieron Gillen | Andrea Broccardo","Regular Marco Checchetto Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Screaming Citadel","8B","Jun 28, 2017","","Kieron Gillen | Andrea Broccardo","Variant Jen Bartel Star Wars 40th Anniversary Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, Part I","9A","Jul 12, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Regular Kamome Kamiyama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","10A","Jul 26, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Kamome Shirahama Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","10A","Jul 26, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Kamome Shirahama Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","11A","Aug 09, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Kamome Shirahama Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","11A","Aug 09, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Kamome Shirahama Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","11B","Aug 09, 2017","","Kieron Gillen | Kev Walker | Marc Deering","Paolo Rivera Star Wars 40th Anniversary Retailer Incentive Cover (28/48)","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","11B","Aug 09, 2017","","Kieron Gillen | Kev Walker | Marc Deering","Paolo Rivera Star Wars 40th Anniversary Retailer Incentive Cover (28/48)","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","12A","Sep 13, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Regular Kamome Shirahama Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","13A","Oct 11, 2017","","Kieron Gillen | Kevin 'Kev' Walker | Marc Deering","Kamome Shirahama Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Enormous Profit, The Enormous Profit","13B","Oct 11, 2017","","Kieron Gillen | Kev Walker | Marc Deering","Rahzzah Star Wars 40th Anniversary Retailer Incentive Cover (39/48)","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered, Part 1","14A","Nov 15, 2017","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered, Part 1","14B","Nov 15, 2017","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Mark Brooks Star Wars 40th Anniversary Retailer Incentive Cover (44/48)","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered","15A","Dec 20, 2017","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered","15B","Dec 20, 2017","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Variant Phil Noto Star Wars 40th Anniversary Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered, Part III","16A","Jan 31, 2018","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered","17A","Feb 21, 2018","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Remastered, Part V","18A","Mar 28, 2018","","Kieron Gillen | Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Catastrophe Con, Part II","21A","Jun 27, 2018","","Simon Spurrier | Kevin 'Kev' Walker | Marc Deering","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Catastrophe Con, Part 3","22A","Jul 25, 2018","","Simon Spurrier | Kevin 'Kev' Walker | Marc Deering","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Catastrophe Con, Part 4","23A","Aug 22, 2018","","Simon Spurrier | Kevin 'Kev' Walker | Marc Deering","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"The Catastrophe Con, Part V","24A","Sep 26, 2018","","Simon Spurrier | Kevin 'Kev' Walker | Marc Deering","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Worst Among Equals, Part 1","26A","Nov 14, 2018","","Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Worst Among Equals, Part II","27A","Dec 12, 2018","","Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Worst Among Equals, Part 3","28A","Jan 30, 2019","","Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Worst Among Equals, Part IV","29A","Feb 27, 2019","","Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Worst Among Equals, Part 5","30A","Mar 27, 2019","","Simon Spurrier | Emilio Laiso","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Worst Among Equals, Part IV","31A","Apr 24, 2019","","Simon Spurrier | Emilio Laiso | Andrea Broccardo","Cover A Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Unspeakable Rebel Superweapon, Part 3","34A","Jul 17, 2019","","Simon Spurrier | Andrea Broccardo | Cris Bolson","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Unspeakable Rebel Superweapon, Part IV","35A","Aug 21, 2019","","Simon Spurrier | Andrea Broccardo | Scott Hanna","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"A Rogue's End, Part I","37A","Oct 02, 2019","","Simon Spurrier | Caspar Wijngaard","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"A Rogue's End, Part II","38A","Nov 06, 2019","","Simon Spurrier | Caspar Wijngaard","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"A Rogue's End, Part 3","39A","Nov 27, 2019","","Simon Spurrier | Caspar Wijngaard","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"A Rogue's End, Part 4","40A","Dec 11, 2019","","Simon Spurrier | Caspar Wijngaard","Regular Ashley Witter Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra","0","","","",""
"Winloss and Nokk","2A","Sep 05, 2018","","Simon Spurrier | Caspar Wijngaard | Casper Wijngaard","Caspar Wijngaard Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra Annual","0","","","",""
"The Arrangement","3A","Oct 30, 2019","","Simon Spurrier | Elsa Charretier","Regular Elsa Charretier Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra Annual","0","","","",""
"Fortune And Fate, Part 1: The Rings Of Vaale","1A","May 27, 2020","","Alyssa Wong | Marika Cresta","Valentina Remenar Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"Fortune And Fate, Part 2: Haunted","2A","Jul 22, 2020","","Alyssa Wong | Marika Cresta","Valentina Remenar Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"Fortune And Fate, Part 3: Turnabout","3A","Aug 26, 2020","","Alyssa Wong | Marika Cresta","Valentina Remenar Regular Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"Fortune And Fate, Part 4: The Deal","4A","Sep 30, 2020","","Alyssa Wong | Marika Cresta","Valentina Remenar Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
"Fortune and Fate, Part 5: Power Play","5A","Oct 28, 2020","","Alyssa Wong | Marika Cresta","Regular Valentina Remenar Cover","0.0","Marvel Comics","Star Wars: Doctor Aphra, Vol. 2","0","","","",""
